,original_date,previous_date,wins_today,wins_last_game,away_win,away_loss,away_team_hits,away_team_errors,away_team_hr,away_team_sb,away_team_so,home_win,home_loss,home_team_hits,home_team_errors,home_team_hr,home_team_sb,home_team_so,away_team_runs,home_team_runs,gameday_link,isHome,score_diff,opponentAngels,opponentAstros,opponentAthletics,opponentBlue.Jays,opponentBraves,opponentBrewers,opponentCardinals,opponentCubs,opponentD.backs,opponentDodgers,opponentGiants,opponentIndians,opponentMariners,opponentMarlins,opponentMets,opponentNationals,opponentPadres,opponentPhillies,opponentPirates,opponentRangers,opponentRays,opponentRed.Sox,opponentReds,opponentRockies,opponentRoyals,opponentTides,opponentTigers,opponentTwins,opponentWhite.Sox,opponentYankees,Prev_opponentAngels,Prev_opponentAstros,Prev_opponentAthletics,Prev_opponentBlue.Jays,Prev_opponentBraves,Prev_opponentBrewers,Prev_opponentCardinals,Prev_opponentCubs,Prev_opponentD.backs,Prev_opponentDodgers,Prev_opponentGiants,Prev_opponentIndians,Prev_opponentMariners,Prev_opponentMarlins,Prev_opponentMets,Prev_opponentNationals,Prev_opponentPadres,Prev_opponentPhillies,Prev_opponentPirates,Prev_opponentRangers,Prev_opponentRays,Prev_opponentRed.Sox,Prev_opponentReds,Prev_opponentRockies,Prev_opponentRoyals,Prev_opponentTides,Prev_opponentTigers,Prev_opponentTwins,Prev_opponentWhite.Sox,Prev_opponentYankees
124,7/26/14,7/25/14,0,1,57,45,6,0,2,0,9,53,50,8,0,0,1,12,2,1,2014_07_25_balmlb_seamlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,7/27/14,7/26/14,1,0,57,46,3,0,0,0,7,54,50,7,1,0,0,9,3,4,2014_07_26_balmlb_seamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,7/29/14,7/27/14,1,1,58,46,9,0,0,0,9,54,51,10,0,1,0,12,3,2,2014_07_27_balmlb_seamlb_1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,7/30/14,7/29/14,1,1,63,42,11,1,1,0,9,59,46,10,2,3,0,11,6,7,2014_07_29_anamlb_balmlb_1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
128,7/31/14,7/30/14,0,1,63,43,4,0,0,0,7,60,46,6,0,1,0,5,3,4,2014_07_30_anamlb_balmlb_1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,8/1/14,7/31/14,1,0,64,43,12,0,0,0,16,60,47,5,0,0,0,12,1,0,2014_07_31_anamlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130,8/2/14,8/1/14,0,1,56,53,5,1,0,1,7,61,47,8,1,0,0,8,1,2,2014_08_01_seamlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,8/3/14,8/2/14,1,0,57,53,11,2,2,0,9,61,48,8,0,1,0,2,6,3,2014_08_02_seamlb_balmlb_1,1,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,8/4/14,8/3/14,1,1,57,54,4,0,0,1,7,62,48,5,0,1,0,9,0,1,2014_08_03_seamlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,8/5/14,8/4/14,1,1,63,48,14,0,2,0,6,60,50,8,1,1,0,5,7,3,2014_08_04_balmlb_wasmlb_1,-1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,8/6/14,8/5/14,0,1,64,48,14,0,3,1,10,60,54,12,1,1,0,8,9,3,2014_08_05_balmlb_tormlb_1,-1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,8/7/14,8/6/14,1,0,64,49,1,1,1,0,7,61,54,12,0,1,0,8,1,5,2014_08_06_balmlb_tormlb_1,-1,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
136,8/8/14,8/7/14,1,1,65,49,5,0,1,0,8,61,55,4,0,1,1,13,2,1,2014_08_07_balmlb_tormlb_1,-1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,8/9/14,8/8/14,1,1,61,53,4,1,1,0,6,66,49,15,0,6,0,8,2,12,2014_08_08_slnmlb_balmlb_1,1,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,8/10/14,8/9/14,0,1,61,54,9,1,1,0,6,67,49,16,0,3,0,8,3,10,2014_08_09_slnmlb_balmlb_1,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,8/11/14,8/10/14,1,0,62,54,17,0,1,0,12,67,50,10,1,0,0,10,8,3,2014_08_10_slnmlb_balmlb_1,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,8/13/14,8/11/14,1,1,61,57,6,0,0,3,8,68,50,14,2,3,0,7,3,11,2014_08_11_nyamlb_balmlb_1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,8/15/14,8/13/14,0,1,61,58,6,0,1,1,8,69,50,6,0,2,0,5,3,5,2014_08_13_nyamlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
142,8/16/14,8/15/14,0,0,69,51,7,0,0,0,9,61,60,6,1,2,0,12,1,2,2014_08_15_balmlb_clemlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,8/17/14,8/16/14,1,0,69,52,4,1,0,0,11,62,60,8,1,2,2,6,0,6,2014_08_16_balmlb_clemlb_1,-1,-6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,8/18/14,8/17/14,1,1,70,52,12,1,2,0,6,62,61,2,1,0,2,9,4,1,2014_08_17_balmlb_clemlb_1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,8/19/14,8/18/14,1,1,71,52,12,0,3,0,7,59,66,3,0,0,0,11,8,2,2014_08_18_balmlb_chamlb_1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
146,8/20/14,8/19/14,1,1,72,52,9,1,0,0,0,59,67,3,0,0,0,0,5,1,2014_08_19_balmlb_chamlb_1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
147,8/22/14,8/20/14,0,1,73,52,8,0,3,0,10,59,68,6,0,1,0,9,4,3,2014_08_20_balmlb_chamlb_1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
148,8/23/14,8/22/14,0,0,73,53,5,1,1,0,10,56,72,9,0,2,0,7,1,4,2014_08_22_balmlb_chnmlb_1,-1,-3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,8/24/14,8/23/14,0,0,73,54,7,1,0,0,10,57,72,11,0,1,1,8,2,7,2014_08_23_balmlb_chnmlb_1,-1,-5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,8/25/14,8/24/14,1,0,73,55,1,0,1,0,4,58,72,6,0,1,1,11,1,2,2014_08_24_balmlb_chnmlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,8/26/14,8/25/14,1,1,64,67,4,2,0,0,8,74,55,14,1,5,0,4,1,9,2014_08_25_tbamlb_balmlb_1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
152,8/27/14,8/26/14,0,1,64,68,8,1,0,0,7,75,55,9,0,0,1,4,2,4,2014_08_26_tbamlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
153,8/28/14,8/27/14,1,0,65,68,9,1,0,0,8,75,56,2,2,1,1,8,3,1,2014_08_27_tbamlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
154,8/29/14,8/28/14,1,1,65,69,7,2,1,0,7,76,56,11,0,1,2,6,4,5,2014_08_28_tbamlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
155,8/30/14,8/29/14,1,1,59,75,4,0,1,0,13,77,56,7,0,2,0,9,1,9,2014_08_29_minmlb_balmlb_1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
156,8/31/14,8/30/14,1,1,59,76,10,0,0,0,6,78,56,8,1,1,0,12,2,3,2014_08_30_minmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
157,9/1/14,8/31/14,0,1,59,77,15,1,0,0,0,79,56,18,0,0,0,0,8,12,2014_08_31_minmlb_balmlb_1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
158,9/2/14,9/1/14,1,0,60,77,7,1,0,0,5,79,57,6,1,2,0,7,6,4,2014_09_01_minmlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
159,9/3/14,9/2/14,1,1,66,72,7,0,1,1,4,80,57,10,2,1,0,10,4,5,2014_09_02_cinmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
160,9/4/14,9/3/14,1,1,66,73,4,0,0,0,5,81,57,7,1,3,0,8,0,6,2014_09_03_cinmlb_balmlb_1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
161,9/5/14,9/4/14,0,1,66,74,11,0,1,0,7,82,57,12,1,3,0,8,7,9,2014_09_04_cinmlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
162,9/6/14,9/5/14,0,0,82,58,6,0,0,0,0,68,74,8,0,0,0,0,0,3,2014_09_05_balmlb_tbamlb_1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
163,9/7/14,9/6/14,1,0,82,59,7,1,1,0,8,69,74,5,1,0,0,13,2,3,2014_09_06_balmlb_tbamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
164,9/8/14,9/7/14,1,1,83,59,10,1,2,0,8,69,75,12,0,4,0,13,7,5,2014_09_07_balmlb_tbamlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
165,9/9/14,9/8/14,1,1,84,59,7,1,0,1,9,63,81,7,3,0,0,8,4,0,2014_09_08_balmlb_bosmlb_1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
166,9/10/14,9/9/14,1,1,85,59,10,0,3,1,9,63,82,8,0,1,0,7,4,1,2014_09_09_balmlb_bosmlb_1,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
167,9/12/14,9/10/14,1,1,86,59,15,0,1,1,4,63,83,8,1,2,0,10,10,6,2014_09_10_balmlb_bosmlb_1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169,9/13/14,9/12/14,0,1,75,71,4,0,0,1,6,88,59,8,1,0,0,12,0,5,2014_09_12_nyamlb_balmlb_2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,9/14/14,9/13/14,1,0,76,71,4,0,1,2,10,88,60,9,0,1,1,2,3,2,2014_09_13_nyamlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
171,9/15/14,9/14/14,1,1,76,72,6,0,2,0,7,89,60,9,1,0,0,10,2,3,2014_09_14_nyamlb_balmlb_1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,9/16/14,9/15/14,1,1,77,72,11,0,0,1,5,90,60,10,0,1,0,9,2,5,2014_09_15_tormlb_balmlb_1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,9/17/14,9/16/14,1,1,77,73,4,1,0,1,12,91,60,8,1,2,0,10,2,8,2014_09_16_tormlb_balmlb_1,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,9/19/14,9/17/14,0,1,77,74,5,1,0,0,6,92,60,9,0,3,1,9,1,6,2014_09_17_tormlb_balmlb_1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,9/20/14,9/19/14,1,0,67,87,9,1,3,0,6,92,61,10,3,0,0,7,5,3,2014_09_19_bosmlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
176,9/21/14,9/20/14,0,1,67,88,6,0,1,0,12,93,61,11,1,3,0,9,2,7,2014_09_20_bosmlb_balmlb_1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
177,9/22/14,9/21/14,0,0,68,88,12,0,2,1,8,93,62,6,0,0,1,8,3,2,2014_09_21_bosmlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178,9/23/14,9/22/14,1,0,93,63,1,1,0,0,7,81,75,8,0,1,2,11,0,5,2014_09_22_balmlb_nyamlb_1,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
179,9/24/14,9/23/14,1,1,94,63,17,0,3,0,7,81,76,6,0,1,1,11,5,4,2014_09_23_balmlb_nyamlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
180,9/25/14,9/24/14,0,1,95,63,15,0,0,0,10,81,77,9,0,3,0,7,9,5,2014_09_24_balmlb_nyamlb_1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,9/26/14,9/25/14,0,0,95,64,5,3,4,0,7,82,77,6,1,0,0,11,5,6,2014_09_25_balmlb_nyamlb_1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
182,9/27/14,9/26/14,0,0,95,65,6,1,0,1,6,82,78,12,1,0,0,12,2,4,2014_09_26_balmlb_tormlb_1,-1,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,9/28/14,9/27/14,1,0,95,66,4,3,1,0,3,83,78,6,0,0,1,5,2,4,2014_09_27_balmlb_tormlb_1,-1,-2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,10/2/14,9/28/14,1,1,96,66,5,1,1,0,8,83,79,6,0,0,1,4,1,0,2014_09_28_balmlb_tormlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,10/3/14,10/2/14,1,1,0,1,8,2,3,0,6,1,0,12,0,2,1,10,3,12,2014_10_02_detmlb_balmlb_1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
186,10/5/14,10/3/14,1,1,0,2,10,0,2,1,6,2,0,9,0,1,0,9,6,7,2014_10_03_detmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
187,10/10/14,10/5/14,0,1,3,0,5,1,1,1,7,0,3,4,0,0,1,7,2,1,2014_10_05_balmlb_detmlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
188,10/11/14,10/10/14,0,0,1,0,12,1,3,0,10,0,1,14,1,0,2,9,8,6,2014_10_10_kcamlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
189,10/14/14,10/11/14,0,0,2,0,13,1,1,1,6,0,2,9,1,1,0,8,6,4,2014_10_11_kcamlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
190,10/15/14,10/14/14,0,0,0,3,3,0,0,0,5,3,0,7,0,0,0,5,1,2,2014_10_14_balmlb_kcamlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
191,3/4/15,3/3/15,0,0,0,1,8,1,0,0,6,1,0,10,1,3,1,3,2,15,2015_03_03_balmlb_detmlb_1,-1,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
192,3/5/15,3/4/15,1,0,2,0,11,3,1,0,7,0,2,8,1,1,0,6,5,4,2015_03_04_detmlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
