,original_date,previous_date,wins_today,wins_last_game,away_win,away_loss,away_team_hits,away_team_errors,away_team_hr,away_team_sb,away_team_so,home_win,home_loss,home_team_hits,home_team_errors,home_team_hr,home_team_sb,home_team_so,away_team_runs,home_team_runs,gameday_link,isHome,score_diff,opponentAngels,opponentAstros,opponentAthletics,opponentBlue.Jays,opponentBraves,opponentBrewers,opponentCardinals,opponentCubs,opponentD.backs,opponentDodgers,opponentGiants,opponentIndians,opponentMariners,opponentMarlins,opponentMets,opponentNationals,opponentPadres,opponentPhillies,opponentPirates,opponentRangers,opponentRays,opponentRed.Sox,opponentReds,opponentRockies,opponentRoyals,opponentTides,opponentTigers,opponentTwins,opponentWhite.Sox,opponentYankees,Prev_opponentAngels,Prev_opponentAstros,Prev_opponentAthletics,Prev_opponentBlue.Jays,Prev_opponentBraves,Prev_opponentBrewers,Prev_opponentCardinals,Prev_opponentCubs,Prev_opponentD.backs,Prev_opponentDodgers,Prev_opponentGiants,Prev_opponentIndians,Prev_opponentMariners,Prev_opponentMarlins,Prev_opponentMets,Prev_opponentNationals,Prev_opponentPadres,Prev_opponentPhillies,Prev_opponentPirates,Prev_opponentRangers,Prev_opponentRays,Prev_opponentRed.Sox,Prev_opponentReds,Prev_opponentRockies,Prev_opponentRoyals,Prev_opponentTides,Prev_opponentTigers,Prev_opponentTwins,Prev_opponentWhite.Sox,Prev_opponentYankees
405,3/30/16,3/28/16,0,1,10,14,11,1,3,3,4,12,15,9,0,1,0,7,5,3,2016_03_28_balmlb_bosmlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
406,3/31/16,3/30/16,1,0,16,11,6,0,1,0,11,10,15,4,1,0,0,4,2,1,2016_03_30_detmlb_balmlb_1,1,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
407,4/1/16,3/31/16,1,1,6,20,5,0,0,0,10,11,15,10,1,2,1,6,1,6,2016_03_31_atlmlb_balmlb_1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,4/4/16,4/1/16,1,1,12,15,8,4,3,1,3,15,11,10,1,3,0,6,8,7,2016_04_01_balmlb_phimlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
409,4/6/16,4/4/16,1,1,0,1,7,0,0,0,10,1,0,10,0,0,1,10,2,3,2016_04_04_minmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
410,4/7/16,4/6/16,1,1,0,2,5,0,1,0,6,2,0,9,0,1,0,13,2,4,2016_04_06_minmlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
411,4/8/16,4/7/16,1,1,0,3,9,0,1,1,7,3,0,8,1,2,0,12,2,4,2016_04_07_minmlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
412,4/10/16,4/8/16,1,1,2,3,5,0,1,0,6,4,0,10,0,4,0,7,1,6,2016_04_08_tbamlb_balmlb_1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
413,4/11/16,4/10/16,1,1,2,4,8,0,1,0,4,5,0,11,1,1,0,12,3,5,2016_04_10_tbamlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
414,4/12/16,4/11/16,1,1,6,0,9,2,2,0,8,3,3,11,0,1,2,15,9,7,2016_04_11_balmlb_bosmlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
415,4/13/16,4/12/16,0,1,7,0,11,0,3,1,4,3,4,10,0,1,0,9,9,5,2016_04_12_balmlb_bosmlb_1,-1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
416,4/14/16,4/13/16,0,0,7,1,9,0,1,0,7,4,4,8,0,0,3,10,2,4,2016_04_13_balmlb_bosmlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
417,4/15/16,4/14/16,1,0,7,2,9,0,1,0,5,6,5,10,0,0,0,7,3,6,2016_04_14_balmlb_texmlb_1,-1,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
418,4/16/16,4/15/16,0,1,8,2,13,1,5,0,11,6,6,6,1,1,0,6,11,5,2016_04_15_balmlb_texmlb_1,-1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
419,4/19/16,4/16/16,0,0,8,3,10,1,3,0,4,7,6,14,0,0,0,12,4,8,2016_04_16_balmlb_texmlb_1,-1,-4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
420,4/20/16,4/19/16,1,0,8,7,8,0,0,1,4,8,4,7,1,2,0,5,4,3,2016_04_19_tormlb_balmlb_1,1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,4/21/16,4/20/16,1,1,8,8,9,0,1,1,7,9,4,9,0,0,0,9,3,4,2016_04_20_tormlb_balmlb_1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422,4/22/16,4/21/16,0,1,8,9,4,0,0,0,12,10,4,10,0,0,1,9,2,3,2016_04_21_tormlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,4/23/16,4/22/16,1,0,10,5,5,0,1,1,2,11,5,8,0,1,0,12,2,4,2016_04_22_balmlb_kcamlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
424,4/24/16,4/23/16,0,1,11,5,14,1,1,0,6,11,6,7,0,1,0,8,8,3,2016_04_23_balmlb_kcamlb_1,-1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
425,4/25/16,4/24/16,0,0,11,6,4,1,0,0,4,12,6,11,0,2,0,6,1,6,2016_04_24_balmlb_kcamlb_1,-1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
426,4/26/16,4/25/16,0,0,11,7,5,0,0,0,9,9,10,5,0,0,0,11,0,2,2016_04_25_balmlb_tbamlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
427,4/27/16,4/26/16,1,0,11,8,9,0,0,0,8,10,10,7,0,1,2,3,1,3,2016_04_26_balmlb_tbamlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
428,4/28/16,4/27/16,1,1,12,8,3,0,1,0,10,10,11,4,0,0,0,9,3,1,2016_04_27_balmlb_tbamlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
429,4/29/16,4/28/16,1,1,16,7,10,1,1,2,8,13,8,15,0,3,0,7,2,10,2016_04_28_chamlb_balmlb_1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
430,4/30/16,4/29/16,0,1,16,8,6,2,1,0,7,14,8,8,0,1,0,10,3,6,2016_04_29_chamlb_balmlb_1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
431,5/1/16,4/30/16,0,0,17,8,10,2,2,1,6,14,9,14,2,2,0,8,8,7,2016_04_30_chamlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
432,5/3/16,5/1/16,1,0,18,8,13,0,1,0,11,14,10,8,0,0,0,8,7,1,2016_05_01_chamlb_balmlb_1,1,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
433,5/4/16,5/3/16,0,1,8,16,7,2,0,0,6,15,10,5,0,2,0,9,1,4,2016_05_03_nyamlb_balmlb_1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
434,5/5/16,5/4/16,1,0,9,16,10,0,0,2,10,15,11,7,1,0,0,5,7,0,2016_05_04_nyamlb_balmlb_1,1,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
435,5/7/16,5/5/16,0,1,9,17,4,0,0,1,8,16,11,7,0,0,0,8,0,1,2016_05_05_nyamlb_balmlb_1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
437,5/8/16,5/7/16,1,1,14,17,9,1,0,0,6,17,12,8,0,1,0,7,2,5,2016_05_07_oakmlb_balmlb_2,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,5/10/16,5/8/16,1,1,14,18,7,0,0,0,8,18,12,12,1,6,0,9,3,11,2016_05_08_oakmlb_balmlb_1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,5/11/16,5/10/16,1,1,19,12,14,0,2,0,12,8,24,6,1,1,1,9,5,3,2016_05_10_balmlb_minmlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
440,5/12/16,5/11/16,1,1,20,12,16,0,4,0,3,8,25,8,0,1,1,9,9,2,2016_05_11_balmlb_minmlb_1,-1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
441,5/13/16,5/12/16,1,1,15,19,13,0,1,0,5,21,12,12,1,0,0,4,5,7,2016_05_12_detmlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
442,5/14/16,5/13/16,1,1,15,20,6,0,0,0,8,22,12,4,0,1,0,8,0,1,2016_05_13_detmlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
443,5/15/16,5/14/16,0,1,15,21,5,1,1,0,5,23,12,11,0,4,0,9,3,9,2016_05_14_detmlb_balmlb_1,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
444,5/17/16,5/15/16,0,0,16,21,13,1,3,0,12,23,13,7,0,1,1,8,6,5,2016_05_15_detmlb_balmlb_1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
445,5/18/16,5/17/16,1,0,22,16,12,1,2,0,3,23,14,2,1,0,0,6,10,0,2016_05_17_seamlb_balmlb_1,1,-10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
446,5/19/16,5/18/16,0,1,22,17,7,1,1,0,4,24,14,8,0,2,0,10,2,5,2016_05_18_seamlb_balmlb_1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
447,5/20/16,5/19/16,1,0,23,17,9,0,2,0,10,24,15,6,1,0,0,5,7,2,2016_05_19_seamlb_balmlb_1,1,-5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,5/21/16,5/20/16,1,1,25,15,14,1,4,0,4,19,23,7,1,0,0,7,9,4,2016_05_20_balmlb_anamlb_1,-1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
449,5/22/16,5/21/16,0,1,26,15,5,0,1,0,7,19,24,9,0,0,0,13,3,1,2016_05_21_balmlb_anamlb_1,-1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450,5/24/16,5/22/16,0,0,26,16,5,1,1,1,3,20,24,13,0,1,1,8,2,10,2016_05_22_balmlb_anamlb_1,-1,-8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,5/25/16,5/24/16,0,0,26,17,8,0,2,1,11,18,28,8,1,1,0,19,2,3,2016_05_24_balmlb_houmlb_1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
452,5/26/16,5/25/16,0,0,26,18,11,4,0,1,7,19,28,8,1,2,0,18,3,4,2016_05_25_balmlb_houmlb_1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,5/27/16,5/26/16,1,0,26,19,5,1,1,0,13,20,28,6,1,3,0,15,2,4,2016_05_26_balmlb_houmlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
454,5/28/16,5/27/16,0,1,27,19,13,0,1,0,8,25,21,10,0,2,0,6,6,4,2016_05_27_balmlb_clemlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,5/29/16,5/28/16,1,0,27,20,10,4,0,0,5,26,21,13,0,0,5,10,4,11,2016_05_28_balmlb_clemlb_1,-1,-7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,5/30/16,5/29/16,0,1,28,20,8,1,2,0,9,26,22,8,0,3,0,12,6,4,2016_05_29_balmlb_clemlb_1,-1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
457,5/31/16,5/30/16,0,0,31,20,11,0,3,0,7,28,21,4,0,0,0,6,7,2,2016_05_30_bosmlb_balmlb_1,1,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
458,6/1/16,5/31/16,1,0,32,20,10,0,4,0,9,28,22,7,1,0,0,10,6,2,2016_05_31_bosmlb_balmlb_1,1,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
459,6/2/16,6/1/16,1,1,32,21,15,1,5,0,4,29,22,14,1,0,0,6,9,13,2016_06_01_bosmlb_balmlb_1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
460,6/3/16,6/2/16,1,1,32,22,12,0,1,0,4,30,22,11,1,7,1,6,7,12,2016_06_02_bosmlb_balmlb_1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
461,6/4/16,6/3/16,0,1,25,29,10,0,3,0,8,31,22,11,1,1,0,5,5,6,2016_06_03_nyamlb_balmlb_1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
462,6/5/16,6/4/16,1,0,26,29,16,0,0,2,9,31,23,8,0,3,0,5,8,6,2016_06_04_nyamlb_balmlb_1,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463,6/6/16,6/5/16,1,1,26,30,10,1,0,0,12,32,23,6,1,0,0,8,1,3,2016_06_05_nyamlb_balmlb_1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
464,6/7/16,6/6/16,1,1,30,27,5,1,0,0,11,33,23,7,1,3,0,7,1,4,2016_06_06_kcamlb_balmlb_1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
465,6/8/16,6/7/16,1,1,30,28,10,0,0,1,6,34,23,11,1,4,0,8,1,9,2016_06_07_kcamlb_balmlb_1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
466,6/9/16,6/8/16,1,1,30,29,9,0,0,0,8,35,23,4,0,0,1,12,0,4,2016_06_08_kcamlb_balmlb_1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
467,6/10/16,6/9/16,0,1,36,23,11,0,2,0,6,32,30,8,0,0,0,5,6,5,2016_06_09_balmlb_tormlb_1,-1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,6/11/16,6/10/16,0,0,36,24,4,1,2,0,7,33,30,10,0,2,1,10,3,4,2016_06_10_balmlb_tormlb_1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,6/12/16,6/11/16,0,0,36,25,12,0,3,0,3,34,30,13,2,3,0,8,6,11,2016_06_11_balmlb_tormlb_1,-1,-5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,6/14/16,6/12/16,1,0,36,26,13,1,5,1,10,35,30,14,0,2,1,15,9,10,2016_06_12_balmlb_tormlb_1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,6/15/16,6/14/16,0,1,37,26,5,0,2,0,11,36,27,7,0,1,0,13,3,2,2016_06_14_balmlb_bosmlb_1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
472,6/16/16,6/15/16,1,0,37,27,8,0,1,0,4,37,27,13,1,1,0,5,4,6,2016_06_15_balmlb_bosmlb_1,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
473,6/17/16,6/16/16,0,1,38,27,11,0,1,1,6,37,28,4,0,1,0,10,5,1,2016_06_16_balmlb_bosmlb_1,-1,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
