dates,lda
6/13/15,"[2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 0.00679537172518, 0.7232233957240001, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 0.217732729362, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 0.00551998380351, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 0.045788080513699994, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05, 2.08986415883e-05]"
6/14/15,"[2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 0.0102282923417, 0.787825091442, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 0.177033491726, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 0.023645906859400004, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05, 2.75482093664e-05]"
6/15/15,"[3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 0.012694920163399999, 0.894794572763, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 0.091013691787, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05, 3.1847133758e-05]"
6/16/15,"[1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 0.997281109535, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 0.00213280987929, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05, 1.221001221e-05]"
6/17/15,"[2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 0.998867052023, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05, 2.31213872832e-05]"
6/18/15,"[3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 0.849638879508, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 0.011862824222600002, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 0.0671382632623, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 0.06965632930360001, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05, 3.7037037037e-05]"
6/19/15,"[2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 0.41589232466700005, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 0.580337703584, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 0.00264016405715, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05, 2.40384615385e-05]"
6/20/15,"[2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 0.464043574282, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 0.34433395922, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 0.19040642510000003, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05, 2.5873221215999997e-05]"
6/21/15,"[2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 0.569332331628, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 0.425567602494, 0.00408054310131, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05, 2.16919739696e-05]"
6/23/15,"[5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 0.4091430845735, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 0.040857056088458146, 0.0112028385859749, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 0.2659125737045749, 0.040404930900458144, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 0.23021430195700002, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05, 5.148214068305e-05]"
6/24/15,"[3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 0.4644160793, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 0.411434059972, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 0.122537510813, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05, 3.43053173242e-05]"
6/25/15,"[3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 0.265722622223, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 0.23649443556699998, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 0.49630727501999994, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05, 3.13971742543e-05]"
6/26/15,"[2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 0.94915361918, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 0.027629124948999998, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 0.021822597117, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05, 2.96735905045e-05]"
6/28/15,"[3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 0.581099745916, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 0.19230614253350004, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 0.2025594910129921, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 0.008814571971792098, 3.0917936630349996e-05, 0.013828741417492098, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05, 3.0917936630349996e-05]"
6/29/15,"[2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 0.6336801765519999, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 0.11762448734099999, 2.23214285714e-05, 0.0506944513896, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 0.196974099003, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05, 2.23214285714e-05]"
6/30/15,"[3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 0.856953411196, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 0.050452156085, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 0.09115712385050001, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05, 3.05810397554e-05]"
7/1/15,"[3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 0.9984946236560001, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662065e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05, 3.07219662058e-05]"
7/2/15,"[2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 0.810583204444, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 0.188092657625, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05, 2.75862068966e-05]"
7/3/15,"[4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 0.544701465005, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 0.05948422451449999, 0.0381118343464, 4.34782608696e-05, 0.320557937387, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 0.0351880170071, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05, 4.34782608696e-05]"
7/4/15,"[3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 0.665135015578, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 0.185776658865, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 0.1475819153, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05, 3.20512820513e-05]"
7/5/15,"[4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 0.647878363261, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 0.030213273731999998, 4.16666666667e-05, 0.210536288733, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 0.10945540760700001, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05, 4.16666666667e-05]"
7/6/15,"[3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 0.537700887459, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 0.46077771793000005, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05, 3.16957210777e-05]"
7/7/15,"[3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 0.974859080069, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 0.0234235675157, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05, 3.57781753131e-05]"
7/8/15,"[2.79329608939e-05, 0.00681177401963, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 0.8757862983750001, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 0.116089078444, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05, 2.79329608939e-05]"
