"original_date","home_team_name","away_team_name","away_win","away_loss","away_team_hits","away_team_errors","away_team_hr","away_team_sb","away_team_so","home_win","home_loss","home_team_hits","home_team_errors","home_team_hr","home_team_sb","home_team_so","away_team_runs","home_team_runs","gameday_link","isHome","score_diff","opponent","wins","opponentAngels","opponentAstros","opponentAthletics","opponentBlue.Jays","opponentBraves","opponentBrewers","opponentCardinals","opponentCubs","opponentD.backs","opponentDodgers","opponentGiants","opponentIndians","opponentMariners","opponentMarlins","opponentMets","opponentNationals","opponentPadres","opponentPhillies","opponentPirates","opponentRangers","opponentRays","opponentRed.Sox","opponentReds","opponentRockies","opponentRoyals","opponentTides","opponentTigers","opponentTwins","opponentWhite.Sox","opponentYankees"
"2015/05/24","Marlins","Orioles",19,22,6,0,"0","0","6",18,27,11,0,"1","0","4",2,5,"2015_05_24_balmlb_miamlb_1",-1,-3,"Marlins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/25","Orioles","Astros",29,17,11,0,"1","0","3",20,22,6,0,"2","0","12",3,4,"2015_05_25_houmlb_balmlb_1",1,1,"Astros",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/26","Orioles","Astros",30,17,8,1,"0","1","5",20,23,5,0,"0","2","5",4,1,"2015_05_26_houmlb_balmlb_1",1,-3,"Astros",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/27","Orioles","Astros",30,18,11,0,"1","0","9",21,23,10,0,"3","2","5",4,5,"2015_05_27_houmlb_balmlb_1",1,1,"Astros",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/05/28","Orioles","White Sox",21,24,9,0,"0","2","16",21,24,6,0,"1","0","2",3,2,"2015_05_28_chamlb_balmlb_1",1,-1,"White Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2015/05/28","Orioles","White Sox",21,25,6,2,"2","0","5",22,24,13,0,"0","1","4",3,6,"2015_05_28_chamlb_balmlb_2",1,3,"White Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2015/05/29","Orioles","Rays",24,25,5,0,"1","0","9",23,24,6,0,"1","0","8",1,2,"2015_05_29_tbamlb_balmlb_1",1,1,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/05/30","Orioles","Rays",25,25,8,0,"2","1","8",23,25,3,0,"0","0","6",3,0,"2015_05_30_tbamlb_balmlb_1",1,-3,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/05/31","Orioles","Rays",26,25,15,0,"2","0","7",23,26,10,1,"4","0","14",9,5,"2015_05_31_tbamlb_balmlb_1",1,-4,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/06/01","Astros","Orioles",23,27,7,0,"0","0","10",32,20,9,0,"1","1","8",2,5,"2015_06_01_balmlb_houmlb_1",-1,-3,"Astros",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/02","Astros","Orioles",23,28,7,0,"0","0","9",33,20,9,0,"2","0","9",4,6,"2015_06_02_balmlb_houmlb_1",-1,-2,"Astros",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/03","Astros","Orioles",23,29,4,0,"0","0","10",34,20,4,0,"3","0","11",1,3,"2015_06_03_balmlb_houmlb_1",-1,-2,"Astros",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/04","Astros","Orioles",24,29,8,1,"1","1","14",34,21,5,0,"1","1","10",3,2,"2015_06_04_balmlb_houmlb_1",-1,1,"Astros",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/05","Indians","Orioles",25,29,11,0,"1","0","6",26,28,7,0,"0","0","7",5,2,"2015_06_05_balmlb_clemlb_1",-1,3,"Indians",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/06","Indians","Orioles",25,30,6,0,"1","0","9",27,28,7,0,"0","1","12",1,2,"2015_06_06_balmlb_clemlb_1",-1,-1,"Indians",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/07","Indians","Orioles",26,30,12,0,"2","0","12",27,29,9,2,"0","0","11",7,3,"2015_06_07_balmlb_clemlb_1",-1,4,"Indians",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/09","Orioles","Red Sox",27,32,5,0,"0","0","8",27,30,5,0,"0","0","6",0,1,"2015_06_09_bosmlb_balmlb_1",1,1,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/06/10","Orioles","Red Sox",27,33,7,0,"0","0","9",28,30,10,0,"0","0","10",2,5,"2015_06_10_bosmlb_balmlb_1",1,3,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/06/11","Orioles","Red Sox",27,34,8,1,"1","0","5",29,30,10,0,"3","0","6",5,6,"2015_06_11_bosmlb_balmlb_1",1,1,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/06/12","Orioles","Yankees",33,27,9,2,"1","1","4",30,30,16,0,"2","0","11",3,11,"2015_06_12_nyamlb_balmlb_1",1,8,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/06/13","Orioles","Yankees",33,28,11,0,"1","0","4",31,30,15,0,"3","0","9",4,9,"2015_06_13_nyamlb_balmlb_1",1,5,"Yankees",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/06/14","Orioles","Yankees",34,28,10,0,"0","0","10",31,31,6,0,"0","0","7",5,3,"2015_06_14_nyamlb_balmlb_1",1,-2,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/06/15","Orioles","Phillies",22,43,4,1,"0","0","5",32,31,5,0,"1","1","11",0,4,"2015_06_15_phimlb_balmlb_1",1,4,"Phillies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/16","Orioles","Phillies",22,44,6,2,"1","1","7",33,31,17,1,"8","0","5",3,19,"2015_06_16_phimlb_balmlb_1",1,16,"Phillies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/17","Phillies","Orioles",34,31,8,1,"2","0","9",22,45,9,1,"1","2","9",6,4,"2015_06_17_balmlb_phimlb_1",-1,2,"Phillies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/18","Phillies","Orioles",34,32,6,0,"1","1","4",23,45,5,1,"1","1","11",1,2,"2015_06_18_balmlb_phimlb_1",-1,-1,"Phillies",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/19","Blue Jays","Orioles",34,33,6,2,"0","1","2",37,32,9,0,"0","0","8",4,5,"2015_06_19_balmlb_tormlb_1",-1,-1,"Blue Jays",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/20","Blue Jays","Orioles",35,33,10,0,"0","0","7",37,33,10,0,"0","0","8",5,3,"2015_06_20_balmlb_tormlb_1",-1,2,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/21","Blue Jays","Orioles",36,33,16,0,"2","0","8",37,34,12,1,"3","0","9",13,9,"2015_06_21_balmlb_tormlb_1",-1,4,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/23","Red Sox","Orioles",37,33,11,0,"1","0","12",31,41,8,0,"0","0","5",6,4,"2015_06_23_balmlb_bosmlb_1",-1,2,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/06/24","Red Sox","Orioles",37,34,8,2,"0","0","5",32,41,7,0,"1","0","11",1,5,"2015_06_24_balmlb_bosmlb_1",-1,-4,"Red Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/06/25","Red Sox","Orioles",38,34,14,0,"1","1","7",32,42,12,2,"1","0","9",8,6,"2015_06_25_balmlb_bosmlb_1",-1,2,"Red Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"2015/06/26","Orioles","Indians",33,39,10,0,"3","0","10",39,34,10,0,"1","0","9",3,4,"2015_06_26_clemlb_balmlb_1",1,1,"Indians",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/28","Orioles","Indians",33,40,4,0,"0","0","5",40,34,6,0,"2","0","8",0,4,"2015_06_28_clemlb_balmlb_1",1,4,"Indians",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/28","Orioles","Indians",33,41,8,1,"0","0","12",41,34,8,0,"3","0","7",0,8,"2015_06_28_clemlb_balmlb_2",1,8,"Indians",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/06/29","Orioles","Rangers",39,38,14,0,"4","0","14",41,35,9,1,"0","0","8",8,1,"2015_06_29_texmlb_balmlb_1",1,-7,"Rangers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2015/06/30","Orioles","Rangers",40,38,12,1,"4","0","6",41,36,7,0,"3","1","4",8,6,"2015_06_30_texmlb_balmlb_1",1,-2,"Rangers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2015/07/01","Orioles","Rangers",40,39,4,1,"2","0","7",42,36,9,0,"2","0","5",2,4,"2015_07_01_texmlb_balmlb_1",1,2,"Rangers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2015/07/02","Orioles","Rangers",41,39,7,1,"0","0","4",42,37,3,2,"0","0","9",2,0,"2015_07_02_texmlb_balmlb_1",1,-2,"Rangers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2015/07/03","White Sox","Orioles",42,38,5,0,"0","0","5",35,42,7,1,"1","0","9",0,1,"2015_07_03_balmlb_chamlb_1",-1,-1,"White Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2015/07/04","White Sox","Orioles",42,39,4,1,"1","0","8",36,42,11,0,"0","1","10",2,3,"2015_07_04_balmlb_chamlb_1",-1,-1,"White Sox",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2015/07/05","White Sox","Orioles",43,39,10,0,"1","2","8",36,43,5,4,"0","0","11",9,1,"2015_07_05_balmlb_chamlb_1",-1,8,"White Sox",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"2015/07/06","Twins","Orioles",43,40,10,0,"2","1","6",44,39,6,0,"3","1","7",2,4,"2015_07_06_balmlb_minmlb_1",-1,-2,"Twins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2015/07/07","Twins","Orioles",43,41,7,0,"1","0","7",45,39,11,0,"1","1","10",3,8,"2015_07_07_balmlb_minmlb_1",-1,-5,"Twins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2015/07/08","Twins","Orioles",43,42,7,0,"2","0","9",46,39,11,0,"2","2","6",3,5,"2015_07_08_balmlb_minmlb_1",-1,-2,"Twins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2015/07/10","Orioles","Nationals",46,39,10,0,"0","1","9",44,42,9,0,"2","0","9",2,3,"2015_07_10_wasmlb_balmlb_1",1,1,"Nationals",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/07/11","Orioles","Nationals",47,39,11,0,"2","1","6",44,43,10,0,"2","0","7",7,4,"2015_07_11_wasmlb_balmlb_1",1,-3,"Nationals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/07/12","Orioles","Nationals",48,39,8,0,"0","0","8",44,44,4,1,"2","0","9",3,2,"2015_07_12_wasmlb_balmlb_1",1,-1,"Nationals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/07/17","Tigers","Orioles",44,45,10,0,"0","0","0",45,44,8,1,"0","0","0",3,7,"2015_07_17_balmlb_detmlb_1",-1,-4,"Tigers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2015/07/18","Tigers","Orioles",45,45,10,0,"1","0","10",45,45,1,1,"0","0","13",3,0,"2015_07_18_balmlb_detmlb_1",-1,3,"Tigers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2015/07/19","Tigers","Orioles",46,45,14,0,"2","0","8",45,46,14,0,"0","0","8",9,3,"2015_07_19_balmlb_detmlb_1",-1,6,"Tigers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2015/07/21","Yankees","Orioles",46,46,7,0,"0","0","5",51,41,11,0,"0","0","7",2,3,"2015_07_21_balmlb_nyamlb_1",-1,-1,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/07/22","Yankees","Orioles",46,47,4,0,"2","1","5",52,41,7,0,"2","0","7",3,4,"2015_07_22_balmlb_nyamlb_1",-1,-1,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/07/23","Yankees","Orioles",46,48,5,0,"3","0","7",53,41,13,0,"1","0","8",3,9,"2015_07_23_balmlb_nyamlb_1",-1,-6,"Yankees",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"2015/07/24","Rays","Orioles",46,49,7,0,"0","0","5",49,49,5,0,"0","1","14",1,3,"2015_07_24_balmlb_tbamlb_1",-1,-2,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/07/25","Rays","Orioles",47,49,7,0,"1","0","6",49,50,5,2,"1","0","3",5,1,"2015_07_25_balmlb_tbamlb_1",-1,4,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/07/26","Rays","Orioles",48,49,10,0,"1","0","7",49,51,8,0,"2","0","10",5,2,"2015_07_26_balmlb_tbamlb_1",-1,3,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/07/27","Orioles","Braves",46,53,9,0,"1","2","11",49,49,7,0,"1","1","8",1,2,"2015_07_27_atlmlb_balmlb_1",1,1,"Braves",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/07/28","Orioles","Braves",46,54,8,1,"1","0","8",50,49,9,0,"2","0","4",3,7,"2015_07_28_atlmlb_balmlb_1",1,4,"Braves",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/07/29","Orioles","Braves",46,55,4,0,"0","0","9",51,49,6,1,"2","0","2",0,2,"2015_07_29_atlmlb_balmlb_1",1,2,"Braves",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/07/30","Orioles","Tigers",50,52,16,0,"1","0","6",51,50,10,0,"2","0","6",9,8,"2015_07_30_detmlb_balmlb_1",1,-1,"Tigers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2015/07/31","Orioles","Tigers",50,53,16,2,"3","0","5",52,50,11,0,"2","0","12",7,8,"2015_07_31_detmlb_balmlb_1",1,1,"Tigers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2015/08/01","Orioles","Tigers",50,54,6,0,"1","1","7",53,50,10,0,"2","1","8",2,6,"2015_08_01_detmlb_balmlb_1",1,4,"Tigers",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2015/08/02","Orioles","Tigers",51,54,9,0,"1","2","5",53,51,4,1,"1","0","5",6,1,"2015_08_02_detmlb_balmlb_1",1,-5,"Tigers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"2015/08/03","Athletics","Orioles",54,51,14,0,"2","0","6",47,60,6,1,"0","0","8",9,2,"2015_08_03_balmlb_oakmlb_1",-1,7,"Athletics",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/04","Athletics","Orioles",54,52,7,0,"0","0","8",48,60,7,0,"1","0","9",0,5,"2015_08_04_balmlb_oakmlb_1",-1,-5,"Athletics",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/05","Athletics","Orioles",55,52,11,0,"1","0","11",48,61,8,0,"0","3","8",7,3,"2015_08_05_balmlb_oakmlb_1",-1,4,"Athletics",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/07","Angels","Orioles",55,53,12,0,"2","0","5",58,50,13,1,"2","0","5",4,8,"2015_08_07_balmlb_anamlb_1",-1,-4,"Angels",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/08","Angels","Orioles",56,53,11,1,"2","1","6",58,51,5,1,"0","0","9",5,0,"2015_08_08_balmlb_anamlb_1",-1,5,"Angels",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/09","Angels","Orioles",56,54,9,0,"2","0","13",59,51,12,0,"2","2","12",4,5,"2015_08_09_balmlb_anamlb_1",-1,-1,"Angels",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/10","Mariners","Orioles",57,54,7,1,"2","0","9",52,61,5,0,"1","0","7",3,2,"2015_08_10_balmlb_seamlb_1",-1,1,"Mariners",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/11","Mariners","Orioles",57,55,7,2,"2","0","9",53,61,13,0,"2","0","10",5,6,"2015_08_11_balmlb_seamlb_1",-1,-1,"Mariners",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/12","Mariners","Orioles",57,56,0,0,"0","0","9",54,61,6,0,"0","0","7",0,3,"2015_08_12_balmlb_seamlb_1",-1,-3,"Mariners",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/14","Orioles","Athletics",51,66,17,0,"1","0","10",58,56,16,0,"3","0","15",6,8,"2015_08_14_oakmlb_balmlb_1",1,2,"Athletics",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/15","Orioles","Athletics",51,67,7,0,"2","1","6",59,56,6,0,"3","0","8",3,4,"2015_08_15_oakmlb_balmlb_1",1,1,"Athletics",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/16","Orioles","Athletics",51,68,9,0,"1","0","8",60,56,26,0,"4","0","10",2,18,"2015_08_16_oakmlb_balmlb_1",1,16,"Athletics",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/17","Orioles","Athletics",51,69,3,3,"2","0","7",61,56,7,1,"1","0","4",2,4,"2015_08_17_oakmlb_balmlb_1",1,2,"Athletics",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/18","Orioles","Mets",64,55,8,1,"2","0","7",61,57,6,2,"1","0","9",5,3,"2015_08_18_nynmlb_balmlb_1",1,-2,"Mets",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/19","Orioles","Mets",64,56,9,0,"2","1","9",62,57,10,0,"3","3","9",4,5,"2015_08_19_nynmlb_balmlb_1",1,1,"Mets",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2015/08/20","Orioles","Twins",60,61,18,0,"2","0","9",62,58,10,1,"0","0","8",15,2,"2015_08_20_minmlb_balmlb_1",1,-13,"Twins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2015/08/21","Orioles","Twins",61,61,11,0,"0","0","8",62,59,5,0,"1","0","9",4,3,"2015_08_21_minmlb_balmlb_1",1,-1,"Twins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2015/08/22","Orioles","Twins",62,61,7,0,"0","0","6",62,60,7,0,"0","0","8",3,2,"2015_08_22_minmlb_balmlb_1",1,-1,"Twins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2015/08/23","Orioles","Twins",63,61,7,1,"1","0","10",62,61,13,3,"0","0","16",4,3,"2015_08_23_minmlb_balmlb_1",1,-1,"Twins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"2015/08/24","Royals","Orioles",62,62,5,1,"1","0","5",76,48,13,0,"1","0","8",3,8,"2015_08_24_balmlb_kcamlb_1",-1,-5,"Royals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2015/08/25","Royals","Orioles",62,63,7,0,"0","1","3",77,48,6,1,"1","0","9",2,3,"2015_08_25_balmlb_kcamlb_1",-1,-1,"Royals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2015/08/26","Royals","Orioles",63,63,13,0,"5","1","6",77,49,11,0,"1","0","11",8,5,"2015_08_26_balmlb_kcamlb_1",-1,3,"Royals",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2015/08/27","Royals","Orioles",63,64,6,0,"1","0","1",78,49,12,1,"1","0","14",3,5,"2015_08_27_balmlb_kcamlb_1",-1,-2,"Royals",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"2015/08/28","Rangers","Orioles",63,65,3,0,"0","0","3",66,61,9,0,"2","0","12",1,4,"2015_08_28_balmlb_texmlb_1",-1,-3,"Rangers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2015/08/29","Rangers","Orioles",63,66,9,0,"1","0","4",67,61,12,0,"1","0","7",3,4,"2015_08_29_balmlb_texmlb_1",-1,-1,"Rangers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2015/08/30","Rangers","Orioles",63,67,3,1,"0","0","6",68,61,11,0,"0","2","11",0,6,"2015_08_30_balmlb_texmlb_1",-1,-6,"Rangers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"2015/08/31","Orioles","Rays",65,66,10,2,"3","0","10",63,68,8,0,"0","0","7",6,3,"2015_08_31_tbamlb_balmlb_1",1,-3,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/09/01","Orioles","Rays",66,66,15,0,"1","0","14",63,69,6,0,"1","1","8",11,2,"2015_09_01_tbamlb_balmlb_1",1,-9,"Rays",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/09/02","Orioles","Rays",66,67,13,0,"3","0","6",64,69,9,1,"3","0","9",6,7,"2015_09_02_tbamlb_balmlb_1",1,1,"Rays",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"2015/09/04","Blue Jays","Orioles",65,69,13,2,"4","0","8",76,58,8,1,"0","1","5",10,2,"2015_09_04_balmlb_tormlb_1",-1,8,"Blue Jays",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
